ID Produk,Nama Produk,Brand,Kategori,Subkategori,Deskripsi Teks (Untuk Embeddings),Harga (Untuk Filter Metadata),URL Produk (Tautan Pembelian),url_gambar
PROD-301,Sandal Gunung Marmot Tali Webbing Sol Karet Grip,Marmot,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Marmot Tali Webbing Sol Karet Grip dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan sasis insole berbahan foam EVA orthopedic yang mengikuti kontur kaki dan outsole rubber anti slip berpola kembangan dalam untuk traksi maksimal di batuan basah. Konstruksi yang kuat dan elastis membuatnya tahan lama, menjadi partner andalan untuk mobilitas santai sehari-hari di area luar ruangan. Sebagai salah satu rilisan unggulan, Marmot berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",298000,https://www.outdoorgear.id/produk/sandal-gunung-marmot-tali-webbing-sol-karet-grip-prod-301,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-302,Matras Columbia Folding Egg crate Spons,Columbia,Equipment/Camping,Matras,"Produk Matras Columbia Folding Egg crate Spons dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan bahan nilon TPU tiup (inflatable mat) yang sangat ringkas saat dilipat, hanya seukuran botol minum, namun empuk dan tebal saat dikembangkan. Fungsional, serbaguna, dan tahan lama, matras ini juga dapat digelar untuk kebutuhan yoga, piknik santai, atau alas duduk darurat di alam terbuka. Sebagai salah satu rilisan unggulan, Columbia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",56000,https://www.outdoorgear.id/produk/matras-columbia-folding-egg-crate-spons-prod-302,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-303,Sleeping Bag Quechua Mumi Ringan,Quechua,Equipment/Camping,Sleeping Bag,"Produk Sleeping Bag Quechua Mumi Ringan dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dalam potongan model kepompong (mummy style) dilengkapi penutup kepala terintegrasi dengan tali serut untuk meminimalkan hilangnya panas tubuh lewat kepala. Menjadi pelindung terakhir Anda dari dinginnya malam di ketinggian, memastikan Anda terbangun di pagi hari dengan tubuh segar dan siap melanjutkan perjalanan. Produk original dari Quechua ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",239000,https://www.outdoorgear.id/produk/sleeping-bag-quechua-mumi-ringan-prod-303,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-304,Pisau Lipat Consina Multi-tool Pocket Size,Consina,Equipment/Tools,Pisau Lipat,"Produk Pisau Lipat Consina Multi-tool Pocket Size dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sistem penguncian bilah mekanis (Liner Lock) yang sangat aman untuk mencegah pisau terlipat sendiri saat digunakan memotong kayu atau tali webbing tebal. Alat serbaguna (*survival tool*) wajib punya yang sangat membantu dalam memotong tali, meraut kayu bakar, membuka kaleng makanan, hingga mempersiapkan bahan masakan. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",128000,https://www.outdoorgear.id/produk/pisau-lipat-consina-multi-tool-pocket-size-prod-304,https://down-id.img.susercontent.com/file/id-11134207-7r991-m0b3h765tyl234
PROD-305,Celana Columbia Stretch Water-repellent,Columbia,Apparel/Outdoor,Celana,"Produk Celana Columbia Stretch Water-repellent dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Memiliki jahitan ganda yang diperkuat di area selangkangan dan lutut (reinforced panels) serta saku kargo beritsleting yang aman untuk menyimpan kompas atau ponsel. Sangat direkomendasikan untuk pendakian teknis yang membutuhkan banyak gerakan fisik berat seperti melewati semak belukar atau memanjat tebing berbatu. Sebagai salah satu rilisan unggulan, Columbia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",133000,https://www.outdoorgear.id/produk/celana-columbia-stretch-water-repellent-prod-305,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-306,Tas Carrier Rey Ergonomic System Lightweight,Rey,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Rey Ergonomic System Lightweight dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Sebagai salah satu rilisan unggulan, Rey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",1231000,https://www.outdoorgear.id/produk/tas-carrier-rey-ergonomic-system-lightweight-prod-306,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-307,Raincoat Avtech Setelan Baju Celana PVC Balon,Avtech,Apparel/Outdoor,Raincoat,"Produk Raincoat Avtech Setelan Baju Celana PVC Balon dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material PVC baling premium yang tebal namun tetap lentur, dilengkapi teknologi double-placket ritsleting depan untuk mencegah air merembes masuk saat badai. Investasi keselamatan yang memastikan pakaian dan tubuh Anda tetap kering, menghindarkan Anda dari risiko fatal hipotermia di ketinggian gunung. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",462000,https://www.outdoorgear.id/produk/raincoat-avtech-setelan-baju-celana-pvc-balon-prod-307,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-308,Headlamp Osprey Waterproof IPX4 Sensor Gerak,Osprey,Equipment/Lighting,Headlamp,"Produk Headlamp Osprey Waterproof IPX4 Sensor Gerak dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan baterai lithium rechargeable yang tahan hingga 40 jam pada mode hemat, serta memiliki sertifikasi IPX6 tahan siraman hujan lebat dari segala arah. Sangat andal digunakan untuk kegiatan caving (susur gua), night running, montir darurat kendaraan di malam hari, hingga persiapan mati lampu di rumah. Dengan memilih perlengkapan dari Osprey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",172000,https://www.outdoorgear.id/produk/headlamp-osprey-waterproof-ipx4-sensor-gerak-prod-308,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-309,Sleeping Bag Columbia Mumi Kombinasi Dacron,Columbia,Equipment/Camping,Sleeping Bag,"Produk Sleeping Bag Columbia Mumi Kombinasi Dacron dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi ritsleting dua arah (double-sided zipper) anti-macet yang memudahkan regulasi udara jika suhu di dalam tenda dirasa terlalu gerah. Sangat pas dipadukan dengan matras foam atau inflatable untuk menciptakan sistem tidur luar ruangan yang hangat dan senyaman kasur di rumah. Sebagai salah satu rilisan unggulan, Columbia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",214000,https://www.outdoorgear.id/produk/sleeping-bag-columbia-mumi-kombinasi-dacron-prod-309,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-310,Kompor Portable Marmot Mini Spider Windproof,Marmot,Equipment/Cooking,Kompor Portable,"Produk Kompor Portable Marmot Mini Spider Windproof dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Desain kaki kompor lipat (spider leg style) yang melebar memberikan stabilitas maksimal untuk menopang nesting atau cooking set berukuran besar tanpa goyah. Ukurannya yang ringkas (ultralight gear) menjadikannya favorit para penganut gaya mendaki ultralight backpacking yang sangat memikirkan efisiensi berat barang. Sebagai salah satu rilisan unggulan, Marmot berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",190000,https://www.outdoorgear.id/produk/kompor-portable-marmot-mini-spider-windproof-prod-310,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-311,Raincoat Rey Seal Hotpress PVC Balon,Rey,Apparel/Outdoor,Raincoat,"Produk Raincoat Rey Seal Hotpress PVC Balon dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material PVC baling premium yang tebal namun tetap lentur, dilengkapi teknologi double-placket ritsleting depan untuk mencegah air merembes masuk saat badai. Sangat cocok digunakan untuk pendakian gunung tinggi, motor touring lintas kota, hingga aktivitas harian pekerja outdoor saat musim hujan tiba. Produk original dari Rey ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",188000,https://www.outdoorgear.id/produk/raincoat-rey-seal-hotpress-pvc-balon-prod-311,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-312,Botol Minum Thermal Patagonia Vacuum Insulated Keep Hot/Cold,Patagonia,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Patagonia Vacuum Insulated Keep Hot/Cold dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan konstruksi dinding ganda terisolasi vakum (Double-Wall Vacuum Insulated) dari material Food-Grade Stainless Steel 18/8 yang bebas karat dan BPA-Free. Konstruksinya yang kokoh menjamin umur pakai yang panjang, siap menemani petualangan ekstrem Anda melintasi berbagai medan alam liar. Produk original dari Patagonia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",215000,https://www.outdoorgear.id/produk/botol-minum-thermal-patagonia-vacuum-insulated-keep-hotcold-prod-312,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-313,CooKing Set Rey Nesting Alumunium Anodized Hard,Rey,Equipment/Cooking,CooKing Set,"Produk CooKing Set Rey Nesting Alumunium Anodized Hard dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terdiri dari beberapa panci dan wajan yang didesain dapat disusun bertumpuk saling mengunci (nesting system) untuk menghemat ruang penyimpanan di dalam tas carrier. Solusi praktis untuk memenuhi kebutuhan masak-memasak di alam bebas bersama kelompok kecil tanpa harus membawa peralatan dapur rumah yang berat. Dengan memilih perlengkapan dari Rey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",179000,https://www.outdoorgear.id/produk/cooking-set-rey-nesting-alumunium-anodized-hard-prod-313,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-314,Tas Carrier Kalibre Include Raincover 45L,Kalibre,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Kalibre Include Raincover 45L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Produk original dari Kalibre ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",1390000,https://www.outdoorgear.id/produk/tas-carrier-kalibre-include-raincover-45l-prod-314,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-315,Headlamp Jack Wolfskin Rechargeable USB LED Cree,Jack Wolfskin,Equipment/Lighting,Headlamp,"Produk Headlamp Jack Wolfskin Rechargeable USB LED Cree dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi LED Cree berdaya sorot hingga 300 lumens dengan jarak pancar mencapai 80 meter, menawarkan mode cahaya fokus, floodlight luas, serta lampu merah SOS. Alat penerangan krusial untuk memandu langkah kaki Anda saat melakukan pendakian malam hari menuju puncak agar kedua tangan tetap bebas bergerak memegang tracking pole. Dengan memilih perlengkapan dari Jack Wolfskin, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",188000,https://www.outdoorgear.id/produk/headlamp-jack-wolfskin-rechargeable-usb-led-cree-prod-315,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-316,Botol Minum Thermal Naturehike 1 Liter Keep Hot/Cold,Naturehike,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Naturehike 1 Liter Keep Hot/Cold dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Ideal untuk dibawa bepergian ke kantor, kuliah, camping, hingga perjalanan jauh demi mengurangi sampah plastik sekali pakai (ramah lingkungan). Dengan memilih perlengkapan dari Naturehike, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",166000,https://www.outdoorgear.id/produk/botol-minum-thermal-naturehike-1-liter-keep-hotcold-prod-316,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-317,Tenda Rey Tunnel Double Layer,Rey,Equipment/Camping,Tenda,"Produk Tenda Rey Tunnel Double Layer dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi teras depan (vestibule) yang luas untuk memasak saat hujan, jendela ventilasi mesh anti-nyamuk B3, dan kantong penyimpanan barang di bagian dalam. Kemudahan instalasinya (user-friendly setup) membuat tenda ini dapat didirikan dengan cepat dalam waktu kurang dari 10 menit oleh dua orang. Dengan memilih perlengkapan dari Rey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",2355000,https://www.outdoorgear.id/produk/tenda-rey-tunnel-double-layer-prod-317,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-318,Matras Columbia Alumunium Foil Angin (Inflatable),Columbia,Equipment/Camping,Matras,"Produk Matras Columbia Alumunium Foil Angin (Inflatable) dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dengan pola permukaan bergelombang (egg-crate pattern) ergonomis yang mendistribusikan tekanan tubuh secara merata untuk kualitas tidur camping yang lebih nyenyak. Alat vital untuk memutus konduksi dingin dari tanah ke tubuh, menjaga suhu badan tetap stabil saat Anda tidur di dalam tenda pada malam hari. Produk original dari Columbia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",79000,https://www.outdoorgear.id/produk/matras-columbia-alumunium-foil-angin-inflatable-prod-318,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-319,Headlamp Deuter Rechargeable USB Sensor Gerak,Deuter,Equipment/Lighting,Headlamp,"Produk Headlamp Deuter Rechargeable USB Sensor Gerak dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan baterai lithium rechargeable yang tahan hingga 40 jam pada mode hemat, serta memiliki sertifikasi IPX6 tahan siraman hujan lebat dari segala arah. Alat penerangan krusial untuk memandu langkah kaki Anda saat melakukan pendakian malam hari menuju puncak agar kedua tangan tetap bebas bergerak memegang tracking pole. Sebagai salah satu rilisan unggulan, Deuter berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",317000,https://www.outdoorgear.id/produk/headlamp-deuter-rechargeable-usb-sensor-gerak-prod-319,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-320,Jaket Marmot Softshell Waterproof,Marmot,Apparel/Outdoor,Jaket,"Produk Jaket Marmot Softshell Waterproof dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan kombinasi bahan luar kain parasut windbreaker tahan angin dan lapisan insulasi bulu angsa (down feather) sintetis yang mampu menahan suhu dingin ekstrem hingga minus 5 derajat Celcius. Sangat ideal untuk menghadapi iklim pegunungan Indonesia yang lembab dan dingin, seperti di kawasan Dieng, Gunung Gede, atau Bromo. Produk original dari Marmot ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",975000,https://www.outdoorgear.id/produk/jaket-marmot-softshell-waterproof-prod-320,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
